,index,cap-diameter,stem-height,stem-width,edible-poisonous_new,does-bruise-or-bleed_new,has-ring_new,cap-shape_new,gill-attachment_new,ring-type_new,habitat_new,cap-color_new,gill-color_new,stem-color_new,season_new
12785,12794,15.47,13.36,61.9,0,0,0,6,4,1,0,5,11,6,2
12786,12795,3.5,5.37,5.27,1,0,0,0,0,1,0,9,3,10,2
12787,12796,5.96,5.32,14.34,0,0,1,6,2,0,1,10,7,11,0
12788,12797,1.84,2.32,2.61,1,0,0,6,1,1,2,11,5,6,2
12789,12798,20.64,6.46,46.47,1,0,0,2,4,1,0,3,11,6,3
12790,12799,7.71,4.68,15.27,0,0,0,6,0,1,0,9,10,11,2
12791,12800,5.77,4.98,13.31,1,1,0,6,5,1,0,8,8,11,0
12792,12801,5.76,3.71,6.43,1,0,0,5,1,1,2,11,6,12,2
12793,12802,6.14,8.18,11.23,0,0,0,2,6,1,3,5,10,6,0
12794,12803,9.07,5.33,16.88,0,0,0,6,0,1,0,3,10,11,2
12795,12804,11.32,13.3,23.07,1,0,1,6,0,6,0,6,6,7,3
12796,12805,2.9,7.06,5.65,1,0,1,6,5,7,0,11,11,12,0
12797,12806,6.66,7.84,10.42,0,0,0,6,6,1,3,0,10,6,0
12798,12807,11.87,4.83,24.96,1,1,0,2,1,1,3,2,10,3,0
12799,12808,11.49,5.99,17.72,0,1,0,5,1,1,0,6,6,11,0
12800,12809,2.13,5.62,2.21,1,0,0,0,0,1,0,2,3,3,2
12801,12810,1.99,6.11,4.39,0,0,0,6,4,1,0,0,9,11,2
12802,12811,6.94,4.37,12.76,1,1,0,5,1,1,0,2,3,9,0
12803,12812,6.94,9.6,11.17,1,0,1,6,0,1,0,5,5,12,0
12804,12813,11.6,6.51,16.33,0,0,0,6,6,1,0,4,10,11,2
12805,12814,4.22,3.19,5.71,0,0,0,6,5,1,0,5,3,11,2
12806,12815,8.43,10.05,12.93,1,0,0,6,0,1,0,5,5,6,0
12807,12816,3.58,4.2,17.92,0,0,0,3,3,1,0,2,2,6,1
12808,12817,8.43,7.25,13.83,0,0,0,6,0,1,1,5,10,3,2
12809,12818,1.84,4.95,1.98,1,0,0,0,0,1,0,2,3,3,0
12810,12819,11.23,6.62,25.17,0,0,1,2,2,0,0,5,10,6,0
12811,12820,1.03,3.18,1.52,0,0,0,0,0,1,0,10,3,11,1
12812,12821,7.92,11.06,13.47,1,0,1,6,4,2,0,8,10,11,2
12813,12822,1.83,7.52,2.55,1,0,0,1,4,1,1,5,11,12,0
12814,12823,3.25,6.62,6.64,0,0,0,5,3,1,0,5,2,7,0
12815,12824,5.66,13.51,12.99,0,0,0,1,2,1,0,5,10,6,2
12816,12825,6.31,6.32,6.55,0,0,1,6,6,6,0,5,10,6,3
12817,12826,7.82,3.28,8.43,0,0,0,5,1,1,0,10,7,11,2
12818,12827,14.44,10.95,17.88,0,1,1,6,2,1,0,5,10,11,0
12819,12828,7.58,6.09,13.92,0,0,0,2,0,1,0,11,10,11,3
12820,12829,3.25,5.24,3.48,1,0,1,6,0,6,1,11,10,6,0
12821,12830,11.49,7.29,17.55,1,0,0,6,5,1,0,2,7,6,2
12822,12831,4.29,6.25,7.61,1,0,0,6,0,1,1,11,11,7,2
12823,12832,3.45,4.94,6.98,0,0,0,6,0,1,1,7,6,7,0
12824,12833,10.02,5.57,25.91,0,1,0,5,1,1,0,10,10,11,2
12825,12834,1.62,5.18,2.6,1,0,0,0,6,1,4,10,5,6,0
12826,12835,7.56,5.6,12.19,0,1,0,6,4,1,0,11,8,1,2
12827,12836,10.95,5.88,23.65,0,1,0,5,1,1,0,10,10,11,0
12828,12837,13.06,7.58,17.74,1,0,0,6,5,1,0,10,11,6,2
12829,12838,52.0,5.97,36.3,0,0,0,3,4,1,0,11,11,4,2
12830,12839,18.38,22.91,20.67,0,0,1,2,2,4,4,5,10,6,0
12831,12840,3.76,5.56,6.66,1,0,0,2,0,1,0,7,11,9,0
12832,12841,3.16,3.96,6.38,0,0,0,6,0,1,4,6,6,7,3
12833,12842,6.68,11.48,13.11,1,0,1,4,6,7,1,5,3,11,2
12834,12843,1.52,7.25,3.0,1,0,0,1,1,1,1,11,11,12,0
12835,12844,6.94,11.88,24.22,0,1,0,6,4,1,0,2,3,11,0
12836,12845,15.52,16.95,17.44,1,0,1,6,2,2,0,6,10,11,2
12837,12846,6.35,3.33,4.98,1,0,1,5,4,1,0,5,5,6,2
12838,12847,3.18,3.79,15.45,1,0,0,3,3,1,0,3,2,3,0
12839,12848,5.73,4.98,9.42,1,1,0,2,1,1,0,1,11,1,0
12840,12849,9.18,7.01,10.39,0,0,0,6,2,1,0,5,10,11,2
12841,12850,2.32,6.41,5.1,0,0,0,6,6,1,0,9,10,11,2
12842,12851,17.26,5.35,36.46,1,0,0,2,4,1,0,1,11,6,0
12843,12852,11.41,7.04,24.49,0,0,0,5,6,1,0,9,5,11,3
12844,12853,10.59,5.24,16.69,0,0,0,6,0,1,0,3,10,11,0
12845,12854,5.46,3.33,6.47,1,0,0,5,1,1,2,6,11,7,2
12846,12855,11.07,8.29,27.51,1,1,0,6,4,1,0,5,1,1,2
12847,12856,7.55,8.39,14.35,1,1,1,6,4,3,0,10,5,11,2
12848,12857,4.22,5.04,6.49,1,0,1,6,0,7,0,6,5,7,0
12849,12858,3.41,4.22,5.34,1,0,0,2,0,1,3,9,3,10,0
12850,12859,9.2,7.0,18.02,0,0,0,5,6,1,0,8,5,8,2
12851,12860,0.71,3.61,2.26,1,0,1,0,0,1,1,11,3,6,0
12852,12861,3.48,6.9,3.75,0,0,0,0,4,1,0,5,5,11,1
12853,12862,14.94,5.52,26.89,1,1,0,5,1,1,0,10,5,11,2
12854,12863,4.1,5.81,7.36,0,0,0,6,1,1,0,5,6,11,3
12855,12864,4.43,6.09,6.96,1,0,0,1,1,1,0,11,8,11,2
12856,12865,7.94,4.94,16.79,0,0,0,5,3,1,0,11,2,12,0
12857,12866,7.83,8.35,15.32,1,1,1,5,1,1,0,7,7,8,0
12858,12867,4.47,4.94,6.06,1,1,0,5,1,1,0,5,10,1,0
12859,12868,6.24,11.82,11.29,0,0,0,6,2,1,0,5,10,11,2
12860,12869,11.44,8.61,26.57,1,1,0,6,4,1,0,11,1,1,2
12861,12870,6.76,5.84,12.42,0,0,1,6,2,2,0,10,10,12,2
12862,12871,1.83,7.68,3.14,1,0,0,2,6,1,1,11,11,12,0
12863,12872,5.39,0.0,0.0,1,0,0,3,2,1,0,10,10,2,0
12864,12873,18.87,18.88,72.57,0,0,0,4,4,1,0,5,10,6,0
12865,12874,4.79,5.73,4.85,1,0,0,2,6,1,0,11,1,6,2
12866,12875,9.93,11.23,17.92,0,1,1,6,6,2,0,5,10,11,0
12867,12876,3.83,4.76,3.16,1,0,0,2,6,1,0,0,11,6,0
12868,12877,10.02,9.06,17.51,0,1,1,6,2,5,3,5,7,11,0
12869,12878,11.85,7.39,28.23,1,1,0,6,4,1,0,5,6,12,0
12870,12879,7.87,10.92,15.36,1,0,1,2,4,5,0,8,10,11,0
12871,12880,7.66,15.06,7.41,1,0,0,6,6,1,0,5,10,6,2
12872,12881,3.58,4.09,2.95,0,0,0,0,6,1,1,5,10,12,0
12873,12882,9.88,6.7,22.66,0,0,1,6,5,0,0,1,10,6,0
12874,12883,0.8,3.5,0.68,1,0,0,6,5,1,0,11,11,12,2
12875,12884,5.65,4.1,11.37,0,0,0,2,3,1,0,11,2,12,2
12876,12885,4.16,5.35,6.83,0,0,0,6,1,1,0,10,8,9,2
12877,12886,1.2,3.61,5.19,1,0,0,5,3,1,0,11,2,12,2
12878,12887,6.28,4.32,12.25,0,0,1,6,2,0,1,10,5,11,0
12879,12888,7.42,6.54,11.01,1,0,0,2,6,1,0,8,11,11,2
12880,12889,9.85,6.89,21.09,1,1,0,6,4,1,0,5,6,1,2
12881,12890,4.99,3.22,5.52,1,0,1,5,4,1,0,11,5,6,2
12882,12891,1.3,4.21,6.02,1,0,0,2,3,1,0,11,2,12,0
12883,12892,13.79,11.66,15.83,1,0,1,6,2,2,0,2,10,11,0
12884,12893,5.42,5.23,3.97,0,0,1,6,0,3,0,2,5,11,0
12885,12894,3.8,4.01,6.16,1,0,1,6,0,7,0,5,5,7,3
12886,12895,3.64,4.32,3.09,1,0,0,6,5,1,1,5,7,6,2
12887,12896,2.93,4.09,6.41,0,0,0,6,0,1,1,1,6,7,2
12888,12897,2.8,2.66,6.3,1,0,0,5,1,1,1,10,10,11,0
12889,12898,4.94,4.37,7.49,0,0,0,5,1,1,3,5,10,11,0
12890,12899,5.89,12.49,12.06,0,0,0,6,2,1,0,5,10,6,0
12891,12900,2.47,3.53,10.76,0,0,1,6,2,0,1,10,7,11,2
12892,12901,1.49,1.94,2.52,1,0,0,6,1,1,0,11,5,6,2
12893,12902,4.74,0.0,0.0,1,0,0,3,0,1,0,5,10,2,2
12894,12903,10.54,7.51,20.3,1,1,0,6,4,1,0,5,6,1,2
12895,12904,4.56,5.43,6.79,0,0,0,6,0,1,0,10,8,11,2
12896,12905,3.36,3.25,4.92,1,0,1,6,0,7,0,5,5,7,0
12897,12906,10.65,9.59,22.65,0,1,0,6,4,1,0,5,11,6,0
12898,12907,7.93,9.14,12.6,0,0,0,2,5,1,0,5,11,6,0
12899,12908,3.9,4.67,5.99,0,0,0,6,0,1,1,6,1,1,0
12900,12909,8.56,4.55,15.2,0,0,0,2,0,1,0,3,10,11,0
12901,12910,2.18,2.95,5.39,1,0,0,6,1,1,2,6,6,12,0
12902,12911,4.79,5.6,32.55,1,0,1,3,3,1,0,10,2,11,0
12903,12912,11.4,10.53,20.53,1,1,0,6,6,1,0,5,5,10,0
12904,12913,5.64,5.26,7.28,0,0,0,6,6,1,3,0,10,6,0
12905,12914,9.42,4.73,25.53,0,0,0,5,0,1,0,5,10,6,0
12906,12915,4.12,5.54,3.51,1,0,1,6,0,6,0,5,10,6,0
12907,12916,3.18,5.08,6.34,1,0,0,6,6,1,0,0,10,11,0
12908,12917,6.01,7.62,7.95,1,0,0,6,2,1,4,3,11,12,2
12909,12918,9.39,6.53,27.69,0,0,0,6,5,1,4,10,10,11,1
12910,12919,2.4,6.56,3.0,0,0,0,2,1,1,2,5,7,6,0
12911,12920,6.44,13.39,12.55,0,0,0,6,2,1,0,5,10,11,2
12912,12921,13.84,11.99,18.32,0,1,1,6,2,6,4,10,3,11,2
12913,12922,5.63,6.14,10.26,1,0,0,2,6,1,0,11,5,11,0
12914,12923,11.46,8.26,23.92,0,0,0,2,6,1,0,11,5,11,2
12915,12924,8.75,7.36,20.07,0,0,0,6,6,1,0,4,10,11,2
12916,12925,12.4,7.69,17.52,1,0,0,6,5,1,0,10,7,6,2
12917,12926,6.95,5.63,15.99,1,0,0,5,6,1,0,11,11,12,0
12918,12927,6.55,6.98,6.49,0,0,1,6,0,3,0,2,5,11,3
12919,12928,8.13,9.73,10.02,1,0,1,6,0,1,0,11,11,12,0
12920,12929,3.36,0.0,0.0,1,0,1,3,3,1,0,6,2,2,0
12921,12930,8.9,9.11,17.59,0,1,1,4,2,3,0,5,7,11,0
12922,12931,8.24,10.88,14.34,1,0,1,2,5,5,0,8,10,11,2
12923,12932,4.93,7.09,4.65,0,0,0,6,6,1,0,10,9,11,2
12924,12933,7.86,6.09,9.71,1,1,0,5,1,1,0,5,11,6,2
12925,12934,8.38,6.56,11.06,0,0,0,2,5,1,3,5,10,11,2
12926,12935,1.45,4.75,2.69,0,0,0,6,4,1,1,5,4,11,3
12927,12936,6.09,6.05,12.6,0,0,0,2,1,1,0,6,0,11,3
12928,12937,16.74,22.01,20.84,0,0,1,4,0,4,0,10,10,6,0
12929,12938,3.51,3.31,5.48,0,0,0,6,1,1,4,10,10,11,0
12930,12939,7.05,6.27,18.36,0,0,0,6,6,1,0,4,10,11,0
12931,12940,8.88,7.24,25.79,0,0,0,2,5,1,4,10,10,11,2
12932,12941,8.21,5.44,14.57,1,0,0,6,6,1,0,11,11,12,0
12933,12942,9.67,7.51,11.06,0,0,0,6,2,1,0,5,10,6,1
12934,12943,8.51,4.62,12.2,0,0,1,6,2,3,7,5,7,11,2
12935,12944,9.88,7.85,16.41,1,1,1,5,1,1,0,7,7,8,2
12936,12945,2.69,5.17,4.04,0,0,0,6,4,1,0,9,9,11,2
12937,12946,3.47,3.45,8.45,0,0,0,6,0,1,0,11,11,11,0
12938,12947,4.66,3.97,7.28,1,1,0,5,1,1,0,5,10,6,2
12939,12948,14.94,9.8,32.82,1,1,0,6,4,1,0,5,11,12,0
12940,12949,7.52,7.35,34.99,0,0,0,2,5,1,0,10,10,11,2
12941,12950,4.71,5.24,3.48,1,0,0,2,6,1,3,0,11,6,0
12942,12951,6.34,4.31,8.13,0,0,0,5,1,1,0,5,10,11,2
12943,12952,2.25,5.92,2.3,1,0,0,6,0,1,0,1,7,11,0
12944,12953,7.99,12.76,11.51,1,0,1,6,0,1,0,5,11,12,0
12945,12954,10.02,2.67,24.15,1,0,0,3,3,1,0,1,2,6,2
12946,12955,2.81,4.75,5.12,1,0,0,0,0,1,0,8,11,12,0
12947,12956,7.54,8.12,19.45,0,0,0,2,5,1,0,5,0,0,0
12948,12957,9.36,8.07,18.36,0,1,1,6,4,5,0,5,11,6,2
12949,12958,7.11,6.45,11.98,1,1,1,6,2,3,1,10,5,11,2
12950,12959,7.61,7.33,29.3,0,0,0,6,5,1,4,10,10,11,1
12951,12960,2.95,3.44,6.01,1,1,0,2,1,1,0,6,5,6,0
12952,12961,1.33,4.67,2.23,1,0,0,6,0,1,1,5,4,6,2
12953,12962,8.4,9.74,9.69,1,0,0,2,6,1,2,10,10,11,2
12954,12963,8.25,8.13,9.06,1,0,1,6,0,1,0,5,11,12,0
12955,12964,5.84,5.7,11.35,0,0,0,6,4,1,2,5,11,6,0
12956,12965,5.12,6.58,7.93,1,0,1,0,5,0,1,4,3,5,0
12957,12966,7.41,4.7,10.6,1,0,0,6,5,1,0,7,7,8,0
12958,12967,3.7,5.45,3.72,1,0,0,2,6,1,0,5,11,6,2
12959,12968,8.05,4.93,24.45,1,1,0,2,1,1,1,5,10,6,0
12960,12969,2.99,4.37,3.6,1,0,0,2,0,1,5,9,5,10,2
12961,12970,1.27,3.98,5.65,1,0,0,5,3,1,0,11,2,12,0
12962,12971,7.85,6.37,12.5,0,0,0,6,1,1,0,6,6,11,3
12963,12972,0.93,2.93,1.28,1,0,0,6,0,1,0,10,10,1,2
12964,12973,3.24,8.14,7.57,1,0,1,6,1,7,0,11,11,12,2
12965,12974,16.43,14.92,68.71,0,0,0,6,4,1,0,5,11,6,0
12966,12975,6.71,5.88,10.61,0,0,0,6,4,1,1,5,11,6,0
12967,12976,6.87,11.22,23.99,0,1,0,6,4,1,0,2,3,11,0
12968,12977,15.04,24.1,17.88,0,0,1,2,1,4,0,10,10,6,2
12969,12978,2.76,4.14,3.01,1,0,0,2,6,1,0,5,10,6,2
12970,12979,10.45,2.29,12.52,0,0,0,2,1,1,0,0,11,11,3
12971,12980,10.84,2.16,11.6,0,0,0,2,1,1,0,10,10,11,3
12972,12981,13.23,11.29,22.42,1,0,1,6,0,6,0,11,11,12,0
12973,12982,1.96,4.66,1.85,1,0,0,0,0,1,0,2,3,6,2
12974,12983,8.34,8.82,16.61,0,1,0,6,6,1,0,11,11,11,0
12975,12984,4.34,4.96,7.72,1,0,1,6,0,7,0,5,5,7,3
12976,12985,3.9,3.9,5.62,1,0,0,6,4,1,0,1,1,1,0
12977,12986,9.15,11.04,16.04,1,0,1,2,5,2,0,8,10,11,0
12978,12987,5.23,11.52,6.36,1,0,1,0,0,1,1,5,5,11,0
12979,12988,7.58,10.06,10.94,1,0,0,6,6,1,2,10,10,11,2
12980,12989,2.42,5.67,2.91,1,0,0,0,2,1,1,10,5,6,0
12981,12990,9.82,10.07,11.55,1,0,0,2,6,1,2,5,10,11,2
12982,12991,2.77,3.62,3.6,1,0,0,1,0,1,0,10,5,11,0
12983,12992,5.65,7.73,7.31,1,0,0,0,2,1,4,3,11,4,2
12984,12993,3.18,3.86,2.92,1,0,0,6,5,1,1,10,7,6,0
12985,12994,7.07,12.34,11.43,1,0,1,0,2,0,0,10,10,11,2
12986,12995,13.77,7.62,27.28,0,1,0,5,1,1,0,10,10,11,2
12987,12996,3.74,5.19,6.02,1,0,0,6,2,1,0,1,1,1,0
12988,12997,6.72,5.77,17.02,1,1,0,6,5,1,0,8,10,11,2
12989,12998,6.41,8.12,70.63,0,0,0,5,3,1,3,5,2,6,2
12990,12999,8.91,8.67,15.08,0,1,1,4,2,3,3,5,7,11,0
12991,13000,5.88,5.96,13.72,0,0,1,6,2,2,0,10,10,12,0
12992,13001,4.34,12.51,6.51,1,0,1,0,4,1,1,5,4,11,2
12993,13002,4.15,3.75,9.43,0,0,0,6,4,1,0,6,5,1,0
12994,13003,9.44,10.33,11.41,1,0,0,2,6,1,2,10,10,11,0
12995,13004,4.57,5.12,6.46,1,0,0,6,1,1,0,1,1,1,0
12996,13005,11.11,6.0,25.52,0,1,0,5,1,1,0,10,7,11,2
12997,13006,5.23,3.61,12.16,1,1,0,6,5,1,0,5,10,11,0
12998,13007,6.72,6.98,14.51,0,1,0,6,6,1,0,11,11,11,0
12999,13008,4.03,7.84,9.81,1,0,1,6,5,0,4,8,9,6,2
13000,13009,3.84,5.15,6.29,0,1,0,5,1,1,0,2,7,6,2
13001,13010,11.84,8.0,26.9,0,0,1,2,0,0,0,5,10,6,0
13002,13011,1.43,2.14,2.55,1,0,0,6,1,1,2,5,5,6,0
13003,13012,9.23,7.86,30.48,0,0,0,6,5,1,0,10,10,11,2
13004,13013,3.2,4.01,6.16,0,0,0,6,0,1,4,1,1,7,3
13005,13014,4.25,3.99,7.76,1,0,0,5,0,1,0,9,10,12,0
13006,13015,4.47,7.81,7.9,0,0,0,5,3,1,0,5,2,7,0
13007,13016,2.95,2.81,6.1,1,1,0,2,1,1,0,6,5,6,2
13008,13017,2.63,4.93,5.17,1,0,0,0,0,1,1,7,8,12,0
13009,13018,7.99,8.57,15.44,1,0,1,4,2,5,0,5,10,11,0
13010,13019,1.47,5.11,1.66,1,0,0,0,0,1,0,5,5,6,2
13011,13020,5.55,5.68,10.39,0,0,0,0,5,1,0,2,3,3,2
13012,13021,7.17,7.82,11.58,0,0,0,2,6,1,3,0,10,6,3
13013,13022,6.86,6.54,15.07,0,0,0,2,0,1,0,11,10,11,2
13014,13023,15.56,30.51,21.42,0,0,1,4,2,4,4,5,10,6,2
13015,13024,3.91,4.45,3.51,1,0,1,2,2,0,4,1,5,11,2
13016,13025,5.94,6.21,15.41,0,0,0,2,3,1,0,11,2,12,2
13017,13026,7.76,6.34,19.8,0,0,0,2,5,1,0,5,7,10,3
13018,13027,3.78,4.54,2.96,0,0,0,0,6,1,1,10,10,12,2
13019,13028,3.2,5.71,3.67,1,0,1,6,0,6,0,11,10,12,2
13020,13029,11.38,6.13,16.63,0,1,0,5,1,1,0,10,6,11,2
13021,13030,2.81,3.78,6.24,1,1,0,5,1,1,0,6,5,6,0
13022,13031,6.27,5.63,11.75,1,0,0,2,5,1,0,11,11,12,0
13023,13032,6.16,8.01,9.31,1,0,1,6,0,7,0,1,10,1,0
13024,13033,1.48,6.81,2.3,1,0,1,4,0,0,4,5,5,12,0
13025,13034,1.5,5.16,2.38,1,0,0,6,6,1,1,5,5,6,0
13026,13035,4.25,3.78,8.87,0,0,0,6,0,1,0,11,6,11,2
13027,13036,4.64,3.92,5.65,1,0,1,6,0,7,0,5,5,7,3
13028,13037,7.3,7.48,13.77,0,1,0,6,4,1,0,5,11,12,0
13029,13038,11.0,8.01,10.62,0,0,0,6,2,1,0,5,10,11,2
13030,13039,15.48,4.75,35.06,1,0,0,2,4,1,0,3,11,6,0
13031,13040,3.95,3.45,6.39,1,0,0,5,0,1,0,9,10,12,2
13032,13041,2.79,3.31,12.22,1,0,0,3,3,1,0,2,2,3,2
13033,13042,1.29,4.38,2.44,0,0,0,2,4,1,1,2,4,11,3
13034,13043,6.8,1.54,17.72,1,0,0,3,2,1,0,8,6,12,3
13035,13044,10.05,4.84,20.92,0,0,1,2,1,1,0,0,0,11,0
13036,13045,8.66,8.27,15.03,1,1,1,5,1,1,0,7,7,8,2
13037,13046,3.36,5.59,3.43,1,0,1,6,0,6,2,5,10,6,0
13038,13047,1.21,2.91,4.96,1,0,0,2,3,1,0,11,2,12,0
13039,13048,7.22,3.94,11.86,0,0,1,2,2,3,7,5,7,11,2
13040,13049,8.12,4.47,13.37,1,1,0,5,1,1,0,5,10,6,2
13041,13050,7.5,3.41,8.0,0,0,0,6,1,1,0,10,7,11,0
13042,13051,2.99,6.31,3.51,0,0,0,5,0,1,3,5,7,6,0
13043,13052,6.12,3.85,12.88,1,0,0,6,1,1,0,10,10,12,0
13044,13053,4.98,8.71,8.02,1,0,1,0,0,7,0,11,4,12,2
13045,13054,1.98,7.19,2.18,1,0,1,4,0,0,4,5,3,12,1
13046,13055,4.91,4.69,7.25,0,0,0,5,1,1,3,5,10,11,0
13047,13056,7.03,5.14,9.74,0,0,0,0,5,1,0,2,3,3,0
13048,13057,4.3,0.0,0.0,1,0,0,3,5,1,0,10,10,2,2
13049,13058,8.63,12.02,28.07,0,1,0,6,4,1,0,5,3,11,0
13050,13059,5.63,6.46,9.88,1,1,0,2,1,1,0,5,11,1,2
13051,13060,6.1,11.07,6.98,1,0,0,6,6,1,0,5,10,6,0
13052,13061,3.42,4.33,3.01,1,0,0,6,5,1,1,5,7,6,2
13053,13062,7.93,6.53,9.69,0,0,0,6,2,1,0,5,10,11,1
13054,13063,6.63,6.89,12.94,0,1,0,6,4,1,0,1,11,1,0
13055,13064,2.81,3.28,8.03,1,0,0,5,1,1,1,10,10,11,0
13056,13065,11.06,5.44,23.3,0,0,1,2,2,1,0,0,0,11,0
13057,13066,4.85,7.76,8.92,0,0,1,6,6,1,1,10,10,11,2
13058,13067,7.05,4.54,11.63,0,1,0,6,4,1,0,1,11,12,2
13059,13068,10.09,12.16,15.8,0,1,1,2,1,2,0,5,10,11,2
13060,13069,5.42,3.91,14.32,0,0,0,6,3,1,0,11,2,12,0
13061,13070,3.36,4.0,2.57,1,0,0,5,1,1,1,10,7,11,0
13062,13071,6.77,13.32,13.01,0,0,0,6,2,1,0,5,10,11,0
13063,13072,3.22,4.01,2.79,1,0,0,2,6,1,3,5,11,6,0
13064,13073,9.8,10.15,12.77,1,0,0,2,6,1,2,5,10,11,0
13065,13074,9.68,9.12,13.97,1,0,0,6,0,1,0,5,5,6,0
13066,13075,4.89,4.19,18.08,0,0,0,4,3,1,3,5,2,6,1
13067,13076,11.04,9.9,23.21,0,1,0,6,4,1,0,5,11,6,0
13068,13077,6.22,7.51,14.15,0,1,0,6,6,1,0,11,11,11,0
13069,13078,2.36,2.89,3.42,1,0,0,2,0,1,5,9,5,10,2
13070,13079,8.84,6.5,16.29,1,1,0,5,1,1,0,5,5,6,0
13071,13080,10.02,10.05,22.99,1,0,1,6,0,6,0,11,11,12,2
13072,13081,6.8,5.54,6.89,1,0,1,2,1,1,0,5,5,6,2
13073,13082,6.74,9.64,21.41,0,1,0,6,4,1,0,2,3,11,2
13074,13083,3.03,6.11,5.2,1,0,0,5,0,1,0,9,9,10,2
13075,13084,2.92,4.33,7.41,1,0,0,5,0,1,0,9,10,12,0
13076,13085,2.28,7.06,5.44,0,0,0,2,0,1,0,6,11,7,0
13077,13086,3.57,4.29,9.69,0,0,0,6,4,1,0,5,11,6,0
13078,13087,3.4,4.58,6.62,0,0,0,6,0,1,1,6,6,1,3
13079,13088,1.48,5.15,1.48,0,0,0,6,0,1,1,5,10,12,0
13080,13089,3.01,0.0,0.0,1,0,0,3,3,1,0,2,2,2,3
13081,13090,2.55,2.71,2.37,1,0,0,6,0,1,1,10,10,11,2
13082,13091,6.04,4.75,7.91,0,0,0,5,1,1,0,5,10,11,2
13083,13092,13.46,6.62,16.29,1,1,0,2,1,1,2,5,5,6,0
13084,13093,9.19,9.85,27.6,1,0,0,6,0,1,0,5,10,11,2
13085,13094,8.49,5.33,15.09,1,1,0,6,5,1,0,5,10,6,0
13086,13095,8.8,9.13,31.56,1,0,0,6,0,1,0,5,10,11,2
13087,13096,21.16,17.64,36.24,0,0,0,6,4,1,0,6,5,11,2
13088,13097,8.06,11.71,13.62,1,0,0,6,0,1,2,5,5,6,0
13089,13098,8.69,6.5,12.18,0,0,0,6,4,1,2,5,11,6,2
13090,13099,8.55,4.55,15.36,0,0,0,2,0,1,0,9,10,11,2
13091,13100,1.58,4.05,1.69,1,0,0,3,2,1,0,5,5,6,0
13092,13101,9.02,5.17,26.37,0,0,0,5,1,1,0,5,10,6,2
13093,13102,1.3,5.07,2.57,0,0,0,6,5,1,1,2,3,11,2
13094,13103,1.52,5.49,2.71,0,0,0,2,5,1,0,2,3,11,2
13095,13104,5.96,6.77,10.38,0,0,0,6,6,1,3,5,10,6,3
13096,13105,3.58,4.47,6.8,1,0,1,6,0,7,0,5,5,7,3
13097,13106,3.58,5.11,3.5,1,0,1,6,0,6,1,11,10,6,2
13098,13107,7.37,7.22,14.66,1,0,1,6,2,5,0,5,10,11,2
13099,13108,3.52,4.43,5.73,1,0,0,6,0,1,0,1,1,1,0
13100,13109,5.99,12.05,11.99,0,0,0,6,2,1,0,5,10,6,0
13101,13110,6.82,4.75,6.78,1,0,0,6,5,1,0,5,5,6,3
13102,13111,1.95,3.15,3.49,1,0,0,1,0,1,0,9,10,10,0
13103,13112,1.02,5.88,1.0,0,1,0,2,0,1,0,5,7,6,0
13104,13113,2.64,0.0,0.0,1,0,1,3,3,1,0,5,2,2,2
13105,13114,10.89,5.13,24.75,1,1,0,6,1,1,1,5,10,9,2
13106,13115,1.73,7.46,2.37,0,0,0,6,1,1,1,11,10,12,2
13107,13116,15.22,9.59,16.74,0,1,1,6,2,1,1,5,10,11,2
13108,13117,15.35,5.4,32.62,1,0,0,5,1,1,0,5,11,6,0
13109,13118,8.09,7.11,11.14,0,0,0,2,5,1,1,5,10,6,2
13110,13119,7.79,5.79,16.58,0,0,0,5,5,1,3,2,0,0,0
13111,13120,2.06,5.52,2.99,1,0,0,0,6,1,1,6,5,6,0
13112,13121,1.26,3.52,2.64,1,0,1,0,5,1,1,11,4,6,0
13113,13122,1.25,3.39,1.76,1,0,0,6,0,1,0,10,10,1,0
13114,13123,7.63,5.39,15.48,1,1,0,6,5,1,0,5,8,6,0
13115,13124,4.53,5.74,7.54,1,0,0,6,0,1,1,6,11,7,0
13116,13125,1.61,5.12,2.42,1,0,0,6,1,1,1,5,5,6,0
13117,13126,5.47,4.2,8.98,0,0,0,0,5,1,0,3,10,3,2
13118,13127,1.63,5.45,2.86,1,0,0,0,1,1,0,11,5,6,1
13119,13128,18.54,6.67,26.37,1,1,0,2,1,1,0,10,5,11,2
13120,13129,6.8,8.53,9.73,1,1,0,6,1,1,0,1,5,6,0
13121,13130,3.86,7.57,4.16,1,0,0,2,6,1,3,10,7,8,2
13122,13131,3.76,6.16,4.7,1,0,0,0,2,1,0,5,10,11,0
13123,13132,3.71,6.8,4.18,0,0,0,5,0,1,3,5,7,6,2
13124,13133,10.05,18.32,12.33,0,0,1,2,2,0,1,10,4,11,3
13125,13134,12.29,6.15,24.77,0,1,0,5,1,1,0,10,11,11,0
13126,13135,4.06,6.61,3.95,0,0,0,6,6,1,0,10,10,11,0
13127,13136,2.72,7.07,3.28,0,0,0,5,1,1,2,5,7,6,0
13128,13137,6.01,8.4,7.83,1,0,0,6,2,1,1,1,4,7,2
13129,13138,7.35,6.25,16.54,1,0,0,2,5,1,0,11,11,1,0
13130,13139,7.68,5.14,14.88,1,1,0,6,5,1,0,8,10,6,0
13131,13140,11.43,9.01,17.77,0,1,1,4,2,5,0,5,7,11,0
